root_lot_id,wafer_id,target_id,feature_id,feature_value,shap_value,abs_shap_value,shap_direction
LOT1001,LOT1001_W01,defect_rate,prev_defect_count_after_metro,2,0.095157,0.095157,+
LOT1001,LOT1001_W01,defect_rate,recipe_ppid_77a_flag,0,-0.252805,0.252805,-
LOT1001,LOT1001_W01,defect_rate,final_eds_proxy_leakage_feature,13.5498,4.324681,4.324681,+
LOT1001,LOT1001_W02,defect_rate,product_id,PRODB,-0.037225,0.037225,-
LOT1001,LOT1001_W02,defect_rate,route_id,ROUTE_Y,0.033995,0.033995,+
LOT1001,LOT1001_W02,defect_rate,fdc_cvd_pressure_slope_p95,0.2826,-0.63924,0.63924,-
LOT1001,LOT1001_W02,defect_rate,fdc_cvd_rf_power_std,1.1355,0.185746,0.185746,+
LOT1001,LOT1001_W02,defect_rate,fdc_etch_temp_range,0.7287,0.021045,0.021045,+
LOT1001,LOT1001_W02,defect_rate,metro_thk_edge_wl128,1.4354,1.277015,1.277015,+
LOT1001,LOT1001_W02,defect_rate,metro_thk_edge_wl160,0.0636,-0.881771,0.881771,-
LOT1001,LOT1001_W02,defect_rate,metro_cd_center_wl160,-1.8367,-0.240649,0.240649,-
LOT1001,LOT1001_W02,defect_rate,queue_time_before_etch,0.4962,-0.322774,0.322774,-
LOT1001,LOT1001_W02,defect_rate,prev_defect_count_after_metro,4,0.834446,0.834446,+
LOT1001,LOT1001_W02,defect_rate,recipe_ppid_77a_flag,0,-0.25312,0.25312,-
LOT1001,LOT1001_W02,defect_rate,final_eds_proxy_leakage_feature,2.066,-3.316304,3.316304,-
LOT1001,LOT1001_W03,defect_rate,product_id,PRODB,-0.000552,0.000552,-
LOT1001,LOT1001_W03,defect_rate,route_id,ROUTE_X,-0.058771,0.058771,-
LOT1001,LOT1001_W03,defect_rate,fdc_cvd_pressure_slope_p95,0.7673,-0.427767,0.427767,-
LOT1001,LOT1001_W03,defect_rate,fdc_cvd_rf_power_std,0.0126,-0.359241,0.359241,-
LOT1001,LOT1001_W03,defect_rate,fdc_etch_temp_range,-0.5766,-0.078601,0.078601,-
LOT1001,LOT1001_W03,defect_rate,metro_thk_edge_wl128,-0.0341,-1.369039,1.369039,-
LOT1001,LOT1001_W03,defect_rate,metro_thk_edge_wl160,0.3649,-0.279076,0.279076,-
LOT1001,LOT1001_W03,defect_rate,metro_cd_center_wl160,0.3707,-0.104755,0.104755,-
LOT1001,LOT1001_W03,defect_rate,queue_time_before_etch,0.7361,-0.305402,0.305402,-
LOT1001,LOT1001_W03,defect_rate,prev_defect_count_after_metro,1,-0.531893,0.531893,-
LOT1001,LOT1001_W03,defect_rate,recipe_ppid_77a_flag,0,-0.253239,0.253239,-
LOT1001,LOT1001_W03,defect_rate,final_eds_proxy_leakage_feature,-0.0897,-3.440434,3.440434,-
LOT1001,LOT1001_W04,defect_rate,product_id,PRODA,0.030885,0.030885,+
LOT1001,LOT1001_W04,defect_rate,route_id,ROUTE_X,-0.041586,0.041586,-
LOT1001,LOT1001_W04,defect_rate,fdc_cvd_pressure_slope_p95,-1.1402,-0.91881,0.91881,-
LOT1001,LOT1001_W04,defect_rate,fdc_cvd_rf_power_std,-1.8452,-0.515913,0.515913,-
LOT1001,LOT1001_W04,defect_rate,fdc_etch_temp_range,0.5595,-0.020197,0.020197,-
LOT1001,LOT1001_W04,defect_rate,metro_thk_edge_wl128,-1.355,-1.591823,1.591823,-
LOT1001,LOT1001_W04,defect_rate,metro_thk_edge_wl160,-1.4824,-1.126101,1.126101,-
LOT1001,LOT1001_W04,defect_rate,metro_cd_center_wl160,1.3471,0.194125,0.194125,+
LOT1001,LOT1001_W04,defect_rate,queue_time_before_etch,1.6167,-0.074939,0.074939,-
LOT1001,LOT1001_W04,defect_rate,prev_defect_count_after_metro,1,-0.443959,0.443959,-
LOT1001,LOT1001_W04,defect_rate,recipe_ppid_77a_flag,0,-0.172366,0.172366,-
LOT1001,LOT1001_W04,defect_rate,final_eds_proxy_leakage_feature,0.498,-2.453562,2.453562,-
LOT1001,LOT1001_W05,defect_rate,product_id,PRODA,0.06964,0.06964,+
LOT1001,LOT1001_W05,defect_rate,route_id,ROUTE_Y,0.110284,0.110284,+
LOT1001,LOT1001_W05,defect_rate,fdc_cvd_pressure_slope_p95,1.0805,-0.107319,0.107319,-
LOT1001,LOT1001_W05,defect_rate,fdc_cvd_rf_power_std,1.5397,0.287834,0.287834,+
LOT1001,LOT1001_W05,defect_rate,fdc_etch_temp_range,0.5662,0.045965,0.045965,+
LOT1001,LOT1001_W05,defect_rate,metro_thk_edge_wl128,2.0187,1.961687,1.961687,+
LOT1001,LOT1001_W05,defect_rate,metro_thk_edge_wl160,1.4009,0.149974,0.149974,+
LOT1001,LOT1001_W05,defect_rate,metro_cd_center_wl160,0.7048,0.254331,0.254331,+
LOT1001,LOT1001_W05,defect_rate,queue_time_before_etch,0.752,-0.448398,0.448398,-
LOT1001,LOT1001_W05,defect_rate,prev_defect_count_after_metro,3,0.319634,0.319634,+
LOT1001,LOT1001_W05,defect_rate,recipe_ppid_77a_flag,1,0.512091,0.512091,+
LOT1001,LOT1001_W05,defect_rate,final_eds_proxy_leakage_feature,14.386,3.652114,3.652114,+
LOT1002,LOT1002_W01,defect_rate,product_id,PRODA,0.211824,0.211824,+
LOT1002,LOT1002_W01,defect_rate,route_id,ROUTE_X,-0.104288,0.104288,-
LOT1002,LOT1002_W01,defect_rate,fdc_cvd_pressure_slope_p95,2.6478,1.934791,1.934791,+
LOT1002,LOT1002_W01,defect_rate,fdc_cvd_rf_power_std,2.3409,0.888601,0.888601,+
LOT1002,LOT1002_W01,defect_rate,fdc_etch_temp_range,-0.5496,0.086032,0.086032,+
LOT1002,LOT1002_W01,defect_rate,metro_thk_edge_wl128,2.8953,2.808573,2.808573,+
LOT1002,LOT1002_W01,defect_rate,metro_thk_edge_wl160,2.9029,1.623159,1.623159,+
LOT1002,LOT1002_W01,defect_rate,metro_cd_center_wl160,0.7002,0.321366,0.321366,+
LOT1002,LOT1002_W01,defect_rate,queue_time_before_etch,3.8109,0.495562,0.495562,+
LOT1002,LOT1002_W01,defect_rate,prev_defect_count_after_metro,4,1.162389,1.162389,+
LOT1002,LOT1002_W01,defect_rate,recipe_ppid_77a_flag,1,0.778824,0.778824,+
LOT1002,LOT1002_W01,defect_rate,final_eds_proxy_leakage_feature,19.5607,5.496092,5.496092,+
LOT1002,LOT1002_W02,defect_rate,product_id,PRODB,-0.009697,0.009697,-
LOT1002,LOT1002_W02,defect_rate,route_id,ROUTE_Y,0.021597,0.021597,+
LOT1002,LOT1002_W02,defect_rate,fdc_cvd_pressure_slope_p95,0.0583,-0.600205,0.600205,-
LOT1002,LOT1002_W02,defect_rate,fdc_cvd_rf_power_std,-1.3485,-0.600092,0.600092,-
LOT1002,LOT1002_W02,defect_rate,fdc_etch_temp_range,-1.1228,-0.009107,0.009107,-
LOT1002,LOT1002_W02,defect_rate,metro_thk_edge_wl128,0.3681,-0.48982,0.48982,-
LOT1002,LOT1002_W02,defect_rate,metro_thk_edge_wl160,-0.372,-0.905475,0.905475,-
LOT1002,LOT1002_W02,defect_rate,metro_cd_center_wl160,-0.5488,-0.186645,0.186645,-
LOT1002,LOT1002_W02,defect_rate,queue_time_before_etch,0.4372,-0.316546,0.316546,-
LOT1002,LOT1002_W02,defect_rate,prev_defect_count_after_metro,1,-0.491617,0.491617,-
LOT1002,LOT1002_W02,defect_rate,recipe_ppid_77a_flag,0,-0.186784,0.186784,-
LOT1002,LOT1002_W02,defect_rate,final_eds_proxy_leakage_feature,0.4092,-2.872284,2.872284,-
LOT1002,LOT1002_W03,defect_rate,product_id,PRODB,-0.333691,0.333691,-
LOT1002,LOT1002_W03,defect_rate,route_id,ROUTE_X,-0.102755,0.102755,-
LOT1002,LOT1002_W03,defect_rate,fdc_cvd_pressure_slope_p95,2.7487,1.785339,1.785339,+
LOT1002,LOT1002_W03,defect_rate,fdc_cvd_rf_power_std,2.1809,0.770685,0.770685,+
LOT1002,LOT1002_W03,defect_rate,fdc_etch_temp_range,-1.1841,0.093796,0.093796,+
LOT1002,LOT1002_W03,defect_rate,metro_thk_edge_wl128,2.8118,2.694346,2.694346,+
LOT1002,LOT1002_W03,defect_rate,metro_thk_edge_wl160,2.8728,1.572459,1.572459,+
LOT1002,LOT1002_W03,defect_rate,metro_cd_center_wl160,0.5808,0.162345,0.162345,+
LOT1002,LOT1002_W03,defect_rate,queue_time_before_etch,2.3864,0.439375,0.439375,+
LOT1002,LOT1002_W03,defect_rate,prev_defect_count_after_metro,3,0.330281,0.330281,+
LOT1002,LOT1002_W03,defect_rate,recipe_ppid_77a_flag,1,0.716836,0.716836,+
LOT1002,LOT1002_W03,defect_rate,final_eds_proxy_leakage_feature,18.2911,4.613253,4.613253,+
LOT1002,LOT1002_W04,defect_rate,product_id,PRODB,-0.025405,0.025405,-
LOT1002,LOT1002_W04,defect_rate,route_id,ROUTE_X,-0.052604,0.052604,-
LOT1002,LOT1002_W04,defect_rate,fdc_cvd_pressure_slope_p95,-0.1877,-0.852309,0.852309,-
LOT1002,LOT1002_W04,defect_rate,fdc_cvd_rf_power_std,0.5682,0.020646,0.020646,+
LOT1002,LOT1002_W04,defect_rate,fdc_etch_temp_range,0.0865,-0.03666,0.03666,-
LOT1002,LOT1002_W04,defect_rate,metro_thk_edge_wl128,-0.0062,-1.107298,1.107298,-
LOT1002,LOT1002_W04,defect_rate,metro_thk_edge_wl160,-0.7822,-1.262941,1.262941,-
LOT1002,LOT1002_W04,defect_rate,metro_cd_center_wl160,-0.2896,-0.108661,0.108661,-
LOT1002,LOT1002_W04,defect_rate,queue_time_before_etch,0.3449,-0.304338,0.304338,-
LOT1002,LOT1002_W04,defect_rate,prev_defect_count_after_metro,1,-0.451741,0.451741,-
LOT1002,LOT1002_W04,defect_rate,recipe_ppid_77a_flag,0,-0.182631,0.182631,-
LOT1002,LOT1002_W04,defect_rate,final_eds_proxy_leakage_feature,0.3742,-2.685992,2.685992,-
LOT1002,LOT1002_W05,defect_rate,product_id,PRODA,0.126446,0.126446,+
LOT1002,LOT1002_W05,defect_rate,route_id,ROUTE_Y,0.077338,0.077338,+
LOT1002,LOT1002_W05,defect_rate,fdc_cvd_pressure_slope_p95,2.4781,1.65703,1.65703,+
LOT1002,LOT1002_W05,defect_rate,fdc_cvd_rf_power_std,2.176,0.630998,0.630998,+
LOT1002,LOT1002_W05,defect_rate,fdc_etch_temp_range,0.327,0.108771,0.108771,+
LOT1002,LOT1002_W05,defect_rate,metro_thk_edge_wl128,2.9058,2.485702,2.485702,+
LOT1002,LOT1002_W05,defect_rate,metro_thk_edge_wl160,2.4751,1.532342,1.532342,+
LOT1002,LOT1002_W05,defect_rate,metro_cd_center_wl160,-0.2903,-0.189021,0.189021,-
LOT1002,LOT1002_W05,defect_rate,queue_time_before_etch,1.597,-0.126742,0.126742,-
LOT1002,LOT1002_W05,defect_rate,prev_defect_count_after_metro,5,0.964642,0.964642,+
LOT1002,LOT1002_W05,defect_rate,recipe_ppid_77a_flag,1,0.677357,0.677357,+
LOT1002,LOT1002_W05,defect_rate,final_eds_proxy_leakage_feature,17.0901,3.59344,3.59344,+
LOT1003,LOT1003_W01,defect_rate,product_id,PRODA,0.135594,0.135594,+
LOT1003,LOT1003_W01,defect_rate,route_id,ROUTE_X,-0.125521,0.125521,-
LOT1003,LOT1003_W01,defect_rate,fdc_cvd_pressure_slope_p95,2.3581,1.822797,1.822797,+
LOT1003,LOT1003_W01,defect_rate,fdc_cvd_rf_power_std,2.3478,0.84957,0.84957,+
LOT1003,LOT1003_W01,defect_rate,fdc_etch_temp_range,-0.7925,0.199275,0.199275,+
LOT1003,LOT1003_W01,defect_rate,metro_thk_edge_wl128,1.9129,1.398427,1.398427,+
LOT1003,LOT1003_W01,defect_rate,metro_thk_edge_wl160,3.2118,2.01735,2.01735,+
LOT1003,LOT1003_W01,defect_rate,metro_cd_center_wl160,0.1817,-0.064293,0.064293,-
LOT1003,LOT1003_W01,defect_rate,queue_time_before_etch,0.6547,-0.60061,0.60061,-
LOT1003,LOT1003_W01,defect_rate,prev_defect_count_after_metro,4,1.150679,1.150679,+
LOT1003,LOT1003_W01,defect_rate,recipe_ppid_77a_flag,1,0.791152,0.791152,+
LOT1003,LOT1003_W01,defect_rate,final_eds_proxy_leakage_feature,19.9157,5.923287,5.923287,+
LOT1003,LOT1003_W02,defect_rate,product_id,PRODA,0.260265,0.260265,+
LOT1003,LOT1003_W02,defect_rate,route_id,ROUTE_X,-0.107939,0.107939,-
LOT1003,LOT1003_W02,defect_rate,fdc_cvd_pressure_slope_p95,2.9778,2.462662,2.462662,+
LOT1003,LOT1003_W02,defect_rate,fdc_cvd_rf_power_std,0.825,-0.044062,0.044062,-
LOT1003,LOT1003_W02,defect_rate,fdc_etch_temp_range,0.0266,0.269668,0.269668,+
LOT1003,LOT1003_W02,defect_rate,metro_thk_edge_wl128,3.4607,3.731749,3.731749,+
LOT1003,LOT1003_W02,defect_rate,metro_thk_edge_wl160,2.026,0.64143,0.64143,+
LOT1003,LOT1003_W02,defect_rate,metro_cd_center_wl160,0.7939,0.32187,0.32187,+
LOT1003,LOT1003_W02,defect_rate,queue_time_before_etch,2.699,0.478002,0.478002,+
LOT1003,LOT1003_W02,defect_rate,prev_defect_count_after_metro,5,1.19934,1.19934,+
LOT1003,LOT1003_W02,defect_rate,recipe_ppid_77a_flag,1,0.824554,0.824554,+
LOT1003,LOT1003_W02,defect_rate,final_eds_proxy_leakage_feature,21.5969,6.629256,6.629256,+
LOT1003,LOT1003_W03,defect_rate,product_id,PRODA,0.021111,0.021111,+
LOT1003,LOT1003_W03,defect_rate,route_id,ROUTE_X,-0.022508,0.022508,-
LOT1003,LOT1003_W03,defect_rate,fdc_cvd_pressure_slope_p95,0.807,-0.547451,0.547451,-
LOT1003,LOT1003_W03,defect_rate,fdc_cvd_rf_power_std,0.7014,0.015401,0.015401,+
LOT1003,LOT1003_W03,defect_rate,fdc_etch_temp_range,0.5705,-0.012878,0.012878,-
LOT1003,LOT1003_W03,defect_rate,metro_thk_edge_wl128,0.0519,-1.081978,1.081978,-
LOT1003,LOT1003_W03,defect_rate,metro_thk_edge_wl160,0.7921,0.155777,0.155777,+
LOT1003,LOT1003_W03,defect_rate,metro_cd_center_wl160,-0.6058,-0.286272,0.286272,-
LOT1003,LOT1003_W03,defect_rate,queue_time_before_etch,3.3892,0.303438,0.303438,+
LOT1003,LOT1003_W03,defect_rate,prev_defect_count_after_metro,2,0.028173,0.028173,+
LOT1003,LOT1003_W03,defect_rate,recipe_ppid_77a_flag,0,-0.297472,0.297472,-
LOT1003,LOT1003_W03,defect_rate,final_eds_proxy_leakage_feature,2.7816,-2.575238,2.575238,-
LOT1003,LOT1003_W04,defect_rate,product_id,PRODB,-0.052068,0.052068,-
LOT1003,LOT1003_W04,defect_rate,route_id,ROUTE_X,-0.029496,0.029496,-
LOT1003,LOT1003_W04,defect_rate,fdc_cvd_pressure_slope_p95,0.5801,-0.534698,0.534698,-
LOT1003,LOT1003_W04,defect_rate,fdc_cvd_rf_power_std,0.6177,0.085798,0.085798,+
LOT1003,LOT1003_W04,defect_rate,fdc_etch_temp_range,0.6182,0.0107,0.0107,+
LOT1003,LOT1003_W04,defect_rate,metro_thk_edge_wl128,0.7607,0.085482,0.085482,+
LOT1003,LOT1003_W04,defect_rate,metro_thk_edge_wl160,0.2276,-1.004498,1.004498,-
LOT1003,LOT1003_W04,defect_rate,metro_cd_center_wl160,-0.6903,-0.344967,0.344967,-
LOT1003,LOT1003_W04,defect_rate,queue_time_before_etch,2.1331,0.176258,0.176258,+
LOT1003,LOT1003_W04,defect_rate,prev_defect_count_after_metro,3,0.19037,0.19037,+
LOT1003,LOT1003_W04,defect_rate,recipe_ppid_77a_flag,1,0.519635,0.519635,+
LOT1003,LOT1003_W04,defect_rate,final_eds_proxy_leakage_feature,5.2739,-0.85025,0.85025,-
LOT1003,LOT1003_W05,defect_rate,product_id,PRODB,-0.040514,0.040514,-
LOT1003,LOT1003_W05,defect_rate,route_id,ROUTE_X,-0.014223,0.014223,-
LOT1003,LOT1003_W05,defect_rate,fdc_cvd_pressure_slope_p95,-2.2473,-0.868828,0.868828,-
LOT1003,LOT1003_W05,defect_rate,fdc_cvd_rf_power_std,-1.5581,-0.515369,0.515369,-
LOT1003,LOT1003_W05,defect_rate,fdc_etch_temp_range,1.5519,0.139253,0.139253,+
LOT1003,LOT1003_W05,defect_rate,metro_thk_edge_wl128,-2.149,-1.404433,1.404433,-
LOT1003,LOT1003_W05,defect_rate,metro_thk_edge_wl160,-2.3164,-1.004353,1.004353,-
LOT1003,LOT1003_W05,defect_rate,metro_cd_center_wl160,-1.8097,-0.076725,0.076725,-
LOT1003,LOT1003_W05,defect_rate,queue_time_before_etch,3.4956,0.275568,0.275568,+
LOT1003,LOT1003_W05,defect_rate,prev_defect_count_after_metro,0,-0.446754,0.446754,-
LOT1003,LOT1003_W05,defect_rate,recipe_ppid_77a_flag,0,-0.16263,0.16263,-
LOT1003,LOT1003_W05,defect_rate,final_eds_proxy_leakage_feature,0.1229,-2.406791,2.406791,-
LOT1004,LOT1004_W01,defect_rate,product_id,PRODB,-0.075405,0.075405,-
LOT1004,LOT1004_W01,defect_rate,route_id,ROUTE_X,-0.066244,0.066244,-
LOT1004,LOT1004_W01,defect_rate,fdc_cvd_pressure_slope_p95,1.0017,-0.31436,0.31436,-
LOT1004,LOT1004_W01,defect_rate,fdc_cvd_rf_power_std,1.2844,0.13223,0.13223,+
LOT1004,LOT1004_W01,defect_rate,fdc_etch_temp_range,1.277,-0.088896,0.088896,-
LOT1004,LOT1004_W01,defect_rate,metro_thk_edge_wl128,0.6628,-0.168324,0.168324,-
LOT1004,LOT1004_W01,defect_rate,metro_thk_edge_wl160,1.023,-0.054787,0.054787,-
LOT1004,LOT1004_W01,defect_rate,metro_cd_center_wl160,0.5911,-0.00088,0.00088,-
LOT1004,LOT1004_W01,defect_rate,queue_time_before_etch,0.096,-0.8129,0.8129,-
LOT1004,LOT1004_W01,defect_rate,prev_defect_count_after_metro,4,0.846439,0.846439,+
LOT1004,LOT1004_W01,defect_rate,recipe_ppid_77a_flag,0,-0.301305,0.301305,-
LOT1004,LOT1004_W01,defect_rate,final_eds_proxy_leakage_feature,2.2931,-3.70232,3.70232,-
LOT1004,LOT1004_W02,defect_rate,product_id,PRODA,0.415447,0.415447,+
LOT1004,LOT1004_W02,defect_rate,route_id,ROUTE_X,-0.048975,0.048975,-
LOT1004,LOT1004_W02,defect_rate,fdc_cvd_pressure_slope_p95,3.3877,3.373796,3.373796,+
LOT1004,LOT1004_W02,defect_rate,fdc_cvd_rf_power_std,3.6252,1.452391,1.452391,+
LOT1004,LOT1004_W02,defect_rate,fdc_etch_temp_range,-1.0013,0.484104,0.484104,+
LOT1004,LOT1004_W02,defect_rate,metro_thk_edge_wl128,3.3752,3.9153,3.9153,+
LOT1004,LOT1004_W02,defect_rate,metro_thk_edge_wl160,4.7797,2.89928,2.89928,+
LOT1004,LOT1004_W02,defect_rate,metro_cd_center_wl160,1.2229,0.485445,0.485445,+
LOT1004,LOT1004_W02,defect_rate,queue_time_before_etch,1.8515,0.25033,0.25033,+
LOT1004,LOT1004_W02,defect_rate,prev_defect_count_after_metro,4,1.408604,1.408604,+
LOT1004,LOT1004_W02,defect_rate,recipe_ppid_77a_flag,1,0.964665,0.964665,+
LOT1004,LOT1004_W02,defect_rate,final_eds_proxy_leakage_feature,27.4427,7.411515,7.411515,+
LOT1004,LOT1004_W03,defect_rate,product_id,PRODB,-0.048343,0.048343,-
LOT1004,LOT1004_W03,defect_rate,route_id,ROUTE_X,-0.012566,0.012566,-
LOT1004,LOT1004_W03,defect_rate,fdc_cvd_pressure_slope_p95,1.1794,0.303128,0.303128,+
LOT1004,LOT1004_W03,defect_rate,fdc_cvd_rf_power_std,2.8046,1.06825,1.06825,+
LOT1004,LOT1004_W03,defect_rate,fdc_etch_temp_range,1.6836,-0.173868,0.173868,-
LOT1004,LOT1004_W03,defect_rate,metro_thk_edge_wl128,0.837,-0.435425,0.435425,-
LOT1004,LOT1004_W03,defect_rate,metro_thk_edge_wl160,2.1225,1.400936,1.400936,+
LOT1004,LOT1004_W03,defect_rate,metro_cd_center_wl160,0.4675,0.02457,0.02457,+
LOT1004,LOT1004_W03,defect_rate,queue_time_before_etch,2.3624,0.376792,0.376792,+
LOT1004,LOT1004_W03,defect_rate,prev_defect_count_after_metro,2,-0.050476,0.050476,-
LOT1004,LOT1004_W03,defect_rate,recipe_ppid_77a_flag,1,0.538005,0.538005,+
