root_lot_id,wafer_id,step_id,process_step,step_order,tool_id,chamber_id,recipe_id,ppid,start_time,end_time,days_since_pm
LOT1002,LOT1002_W05,LOT1002_W05_STEP_CVD,CVD,10,CVD_TOOL_A,CVD_CH_03,REC_CVD_01,PPID_77A,2026-05-10T08:00:00,2026-05-10T09:30:00,59
LOT1002,LOT1002_W05,LOT1002_W05_STEP_ETCH,ETCH,20,ETCH_TOOL_B,ETCH_CH_01,REC_ETCH_01,PPID_ETCH,2026-05-20T08:00:00,2026-05-20T09:30:00,5
LOT1003,LOT1003_W01,LOT1003_W01_STEP_CVD,CVD,10,CVD_TOOL_A,CVD_CH_03,REC_CVD_01,PPID_77A,2026-05-10T08:00:00,2026-05-10T09:30:00,35
LOT1003,LOT1003_W01,LOT1003_W01_STEP_ETCH,ETCH,20,ETCH_TOOL_B,ETCH_CH_01,REC_ETCH_01,PPID_ETCH,2026-05-20T08:00:00,2026-05-20T09:30:00,26
LOT1003,LOT1003_W02,LOT1003_W02_STEP_CVD,CVD,10,CVD_TOOL_A,CVD_CH_03,REC_CVD_01,PPID_77A,2026-05-10T08:00:00,2026-05-10T09:30:00,34
LOT1003,LOT1003_W02,LOT1003_W02_STEP_ETCH,ETCH,20,ETCH_TOOL_B,ETCH_CH_01,REC_ETCH_01,PPID_ETCH,2026-05-20T08:00:00,2026-05-20T09:30:00,10
LOT1003,LOT1003_W03,LOT1003_W03_STEP_CVD,CVD,10,CVD_TOOL_A,CVD_CH_01,REC_CVD_01,PPID_10B,2026-05-10T08:00:00,2026-05-10T09:30:00,24
LOT1003,LOT1003_W03,LOT1003_W03_STEP_ETCH,ETCH,20,ETCH_TOOL_B,ETCH_CH_01,REC_ETCH_01,PPID_ETCH,2026-05-20T08:00:00,2026-05-20T09:30:00,12
LOT1003,LOT1003_W04,LOT1003_W04_STEP_CVD,CVD,10,CVD_TOOL_A,CVD_CH_03,REC_CVD_01,PPID_77A,2026-05-10T08:00:00,2026-05-10T09:30:00,53
LOT1003,LOT1003_W04,LOT1003_W04_STEP_ETCH,ETCH,20,ETCH_TOOL_B,ETCH_CH_01,REC_ETCH_01,PPID_ETCH,2026-05-20T08:00:00,2026-05-20T09:30:00,13
LOT1003,LOT1003_W05,LOT1003_W05_STEP_CVD,CVD,10,CVD_TOOL_A,CVD_CH_01,REC_CVD_01,PPID_10B,2026-05-10T08:00:00,2026-05-10T09:30:00,11
LOT1003,LOT1003_W05,LOT1003_W05_STEP_ETCH,ETCH,20,ETCH_TOOL_B,ETCH_CH_01,REC_ETCH_01,PPID_ETCH,2026-05-20T08:00:00,2026-05-20T09:30:00,22
LOT1004,LOT1004_W01,LOT1004_W01_STEP_CVD,CVD,10,CVD_TOOL_A,CVD_CH_01,REC_CVD_01,PPID_10B,2026-05-10T08:00:00,2026-05-10T09:30:00,30
LOT1004,LOT1004_W01,LOT1004_W01_STEP_ETCH,ETCH,20,ETCH_TOOL_B,ETCH_CH_01,REC_ETCH_01,PPID_ETCH,2026-05-20T08:00:00,2026-05-20T09:30:00,5
LOT1004,LOT1004_W02,LOT1004_W02_STEP_CVD,CVD,10,CVD_TOOL_A,CVD_CH_03,REC_CVD_01,PPID_77A,2026-05-10T08:00:00,2026-05-10T09:30:00,26
LOT1004,LOT1004_W02,LOT1004_W02_STEP_ETCH,ETCH,20,ETCH_TOOL_B,ETCH_CH_01,REC_ETCH_01,PPID_ETCH,2026-05-20T08:00:00,2026-05-20T09:30:00,23
LOT1004,LOT1004_W03,LOT1004_W03_STEP_CVD,CVD,10,CVD_TOOL_A,CVD_CH_03,REC_CVD_01,PPID_77A,2026-05-10T08:00:00,2026-05-10T09:30:00,52
LOT1004,LOT1004_W03,LOT1004_W03_STEP_ETCH,ETCH,20,ETCH_TOOL_B,ETCH_CH_01,REC_ETCH_01,PPID_ETCH,2026-05-20T08:00:00,2026-05-20T09:30:00,19
LOT1004,LOT1004_W04,LOT1004_W04_STEP_CVD,CVD,10,CVD_TOOL_A,CVD_CH_01,REC_CVD_01,PPID_10B,2026-05-10T08:00:00,2026-05-10T09:30:00,16
LOT1004,LOT1004_W04,LOT1004_W04_STEP_ETCH,ETCH,20,ETCH_TOOL_B,ETCH_CH_01,REC_ETCH_01,PPID_ETCH,2026-05-20T08:00:00,2026-05-20T09:30:00,18
LOT1004,LOT1004_W05,LOT1004_W05_STEP_CVD,CVD,10,CVD_TOOL_A,CVD_CH_03,REC_CVD_01,PPID_77A,2026-05-10T08:00:00,2026-05-10T09:30:00,38
LOT1004,LOT1004_W05,LOT1004_W05_STEP_ETCH,ETCH,20,ETCH_TOOL_B,ETCH_CH_01,REC_ETCH_01,PPID_ETCH,2026-05-20T08:00:00,2026-05-20T09:30:00,27
LOT1005,LOT1005_W01,LOT1005_W01_STEP_CVD,CVD,10,CVD_TOOL_A,CVD_CH_03,REC_CVD_01,PPID_77A,2026-05-10T08:00:00,2026-05-10T09:30:00,53
LOT1005,LOT1005_W01,LOT1005_W01_STEP_ETCH,ETCH,20,ETCH_TOOL_B,ETCH_CH_01,REC_ETCH_01,PPID_ETCH,2026-05-20T08:00:00,2026-05-20T09:30:00,29
LOT1005,LOT1005_W02,LOT1005_W02_STEP_CVD,CVD,10,CVD_TOOL_A,CVD_CH_01,REC_CVD_01,PPID_10B,2026-05-10T08:00:00,2026-05-10T09:30:00,16
LOT1005,LOT1005_W02,LOT1005_W02_STEP_ETCH,ETCH,20,ETCH_TOOL_B,ETCH_CH_01,REC_ETCH_01,PPID_ETCH,2026-05-20T08:00:00,2026-05-20T09:30:00,4
LOT1005,LOT1005_W03,LOT1005_W03_STEP_CVD,CVD,10,CVD_TOOL_A,CVD_CH_01,REC_CVD_01,PPID_10B,2026-05-10T08:00:00,2026-05-10T09:30:00,19
LOT1005,LOT1005_W03,LOT1005_W03_STEP_ETCH,ETCH,20,ETCH_TOOL_B,ETCH_CH_01,REC_ETCH_01,PPID_ETCH,2026-05-20T08:00:00,2026-05-20T09:30:00,22
LOT1005,LOT1005_W04,LOT1005_W04_STEP_CVD,CVD,10,CVD_TOOL_A,CVD_CH_01,REC_CVD_01,PPID_10B,2026-05-10T08:00:00,2026-05-10T09:30:00,31
LOT1005,LOT1005_W04,LOT1005_W04_STEP_ETCH,ETCH,20,ETCH_TOOL_B,ETCH_CH_01,REC_ETCH_01,PPID_ETCH,2026-05-20T08:00:00,2026-05-20T09:30:00,12
LOT1005,LOT1005_W05,LOT1005_W05_STEP_CVD,CVD,10,CVD_TOOL_A,CVD_CH_01,REC_CVD_01,PPID_10B,2026-05-10T08:00:00,2026-05-10T09:30:00,12
LOT1005,LOT1005_W05,LOT1005_W05_STEP_ETCH,ETCH,20,ETCH_TOOL_B,ETCH_CH_01,REC_ETCH_01,PPID_ETCH,2026-05-20T08:00:00,2026-05-20T09:30:00,13
LOT1006,LOT1006_W01,LOT1006_W01_STEP_CVD,CVD,10,CVD_TOOL_A,CVD_CH_01,REC_CVD_01,PPID_10B,2026-05-10T08:00:00,2026-05-10T09:30:00,32
LOT1006,LOT1006_W01,LOT1006_W01_STEP_ETCH,ETCH,20,ETCH_TOOL_B,ETCH_CH_01,REC_ETCH_01,PPID_ETCH,2026-05-20T08:00:00,2026-05-20T09:30:00,2
LOT1006,LOT1006_W02,LOT1006_W02_STEP_CVD,CVD,10,CVD_TOOL_A,CVD_CH_01,REC_CVD_01,PPID_10B,2026-05-10T08:00:00,2026-05-10T09:30:00,13
LOT1006,LOT1006_W02,LOT1006_W02_STEP_ETCH,ETCH,20,ETCH_TOOL_B,ETCH_CH_01,REC_ETCH_01,PPID_ETCH,2026-05-20T08:00:00,2026-05-20T09:30:00,7
LOT1006,LOT1006_W03,LOT1006_W03_STEP_CVD,CVD,10,CVD_TOOL_A,CVD_CH_03,REC_CVD_01,PPID_77A,2026-05-10T08:00:00,2026-05-10T09:30:00,41
LOT1006,LOT1006_W03,LOT1006_W03_STEP_ETCH,ETCH,20,ETCH_TOOL_B,ETCH_CH_01,REC_ETCH_01,PPID_ETCH,2026-05-20T08:00:00,2026-05-20T09:30:00,3
LOT1006,LOT1006_W04,LOT1006_W04_STEP_CVD,CVD,10,CVD_TOOL_A,CVD_CH_01,REC_CVD_01,PPID_10B,2026-05-10T08:00:00,2026-05-10T09:30:00,11
LOT1006,LOT1006_W04,LOT1006_W04_STEP_ETCH,ETCH,20,ETCH_TOOL_B,ETCH_CH_01,REC_ETCH_01,PPID_ETCH,2026-05-20T08:00:00,2026-05-20T09:30:00,2
LOT1006,LOT1006_W05,LOT1006_W05_STEP_CVD,CVD,10,CVD_TOOL_A,CVD_CH_03,REC_CVD_01,PPID_77A,2026-05-10T08:00:00,2026-05-10T09:30:00,59
LOT1006,LOT1006_W05,LOT1006_W05_STEP_ETCH,ETCH,20,ETCH_TOOL_B,ETCH_CH_01,REC_ETCH_01,PPID_ETCH,2026-05-20T08:00:00,2026-05-20T09:30:00,17
LOT1007,LOT1007_W01,LOT1007_W01_STEP_CVD,CVD,10,CVD_TOOL_A,CVD_CH_03,REC_CVD_01,PPID_77A,2026-05-10T08:00:00,2026-05-10T09:30:00,50
LOT1007,LOT1007_W01,LOT1007_W01_STEP_ETCH,ETCH,20,ETCH_TOOL_B,ETCH_CH_01,REC_ETCH_01,PPID_ETCH,2026-05-20T08:00:00,2026-05-20T09:30:00,26
LOT1007,LOT1007_W02,LOT1007_W02_STEP_CVD,CVD,10,CVD_TOOL_A,CVD_CH_01,REC_CVD_01,PPID_10B,2026-05-10T08:00:00,2026-05-10T09:30:00,13
LOT1007,LOT1007_W02,LOT1007_W02_STEP_ETCH,ETCH,20,ETCH_TOOL_B,ETCH_CH_01,REC_ETCH_01,PPID_ETCH,2026-05-20T08:00:00,2026-05-20T09:30:00,28
LOT1007,LOT1007_W03,LOT1007_W03_STEP_CVD,CVD,10,CVD_TOOL_A,CVD_CH_03,REC_CVD_01,PPID_77A,2026-05-10T08:00:00,2026-05-10T09:30:00,40
LOT1007,LOT1007_W03,LOT1007_W03_STEP_ETCH,ETCH,20,ETCH_TOOL_B,ETCH_CH_01,REC_ETCH_01,PPID_ETCH,2026-05-20T08:00:00,2026-05-20T09:30:00,20
LOT1007,LOT1007_W04,LOT1007_W04_STEP_CVD,CVD,10,CVD_TOOL_A,CVD_CH_03,REC_CVD_01,PPID_77A,2026-05-10T08:00:00,2026-05-10T09:30:00,34
LOT1007,LOT1007_W04,LOT1007_W04_STEP_ETCH,ETCH,20,ETCH_TOOL_B,ETCH_CH_01,REC_ETCH_01,PPID_ETCH,2026-05-20T08:00:00,2026-05-20T09:30:00,4
LOT1007,LOT1007_W05,LOT1007_W05_STEP_CVD,CVD,10,CVD_TOOL_A,CVD_CH_01,REC_CVD_01,PPID_10B,2026-05-10T08:00:00,2026-05-10T09:30:00,1
LOT1007,LOT1007_W05,LOT1007_W05_STEP_ETCH,ETCH,20,ETCH_TOOL_B,ETCH_CH_01,REC_ETCH_01,PPID_ETCH,2026-05-20T08:00:00,2026-05-20T09:30:00,15
LOT1008,LOT1008_W01,LOT1008_W01_STEP_CVD,CVD,10,CVD_TOOL_A,CVD_CH_01,REC_CVD_01,PPID_10B,2026-05-10T08:00:00,2026-05-10T09:30:00,39
LOT1008,LOT1008_W01,LOT1008_W01_STEP_ETCH,ETCH,20,ETCH_TOOL_B,ETCH_CH_01,REC_ETCH_01,PPID_ETCH,2026-05-20T08:00:00,2026-05-20T09:30:00,7
LOT1008,LOT1008_W02,LOT1008_W02_STEP_CVD,CVD,10,CVD_TOOL_A,CVD_CH_01,REC_CVD_01,PPID_10B,2026-05-10T08:00:00,2026-05-10T09:30:00,18
LOT1008,LOT1008_W02,LOT1008_W02_STEP_ETCH,ETCH,20,ETCH_TOOL_B,ETCH_CH_01,REC_ETCH_01,PPID_ETCH,2026-05-20T08:00:00,2026-05-20T09:30:00,28
LOT1008,LOT1008_W03,LOT1008_W03_STEP_CVD,CVD,10,CVD_TOOL_A,CVD_CH_01,REC_CVD_01,PPID_10B,2026-05-10T08:00:00,2026-05-10T09:30:00,31
LOT1008,LOT1008_W03,LOT1008_W03_STEP_ETCH,ETCH,20,ETCH_TOOL_B,ETCH_CH_01,REC_ETCH_01,PPID_ETCH,2026-05-20T08:00:00,2026-05-20T09:30:00,1
LOT1008,LOT1008_W04,LOT1008_W04_STEP_CVD,CVD,10,CVD_TOOL_A,CVD_CH_01,REC_CVD_01,PPID_10B,2026-05-10T08:00:00,2026-05-10T09:30:00,20
LOT1008,LOT1008_W04,LOT1008_W04_STEP_ETCH,ETCH,20,ETCH_TOOL_B,ETCH_CH_01,REC_ETCH_01,PPID_ETCH,2026-05-20T08:00:00,2026-05-20T09:30:00,5
LOT1008,LOT1008_W05,LOT1008_W05_STEP_CVD,CVD,10,CVD_TOOL_A,CVD_CH_03,REC_CVD_01,PPID_77A,2026-05-10T08:00:00,2026-05-10T09:30:00,33
LOT1008,LOT1008_W05,LOT1008_W05_STEP_ETCH,ETCH,20,ETCH_TOOL_B,ETCH_CH_01,REC_ETCH_01,PPID_ETCH,2026-05-20T08:00:00,2026-05-20T09:30:00,18
LOT1009,LOT1009_W01,LOT1009_W01_STEP_CVD,CVD,10,CVD_TOOL_A,CVD_CH_01,REC_CVD_01,PPID_10B,2026-05-10T08:00:00,2026-05-10T09:30:00,8
LOT1009,LOT1009_W01,LOT1009_W01_STEP_ETCH,ETCH,20,ETCH_TOOL_B,ETCH_CH_01,REC_ETCH_01,PPID_ETCH,2026-05-20T08:00:00,2026-05-20T09:30:00,8
LOT1009,LOT1009_W02,LOT1009_W02_STEP_CVD,CVD,10,CVD_TOOL_A,CVD_CH_03,REC_CVD_01,PPID_77A,2026-05-10T08:00:00,2026-05-10T09:30:00,37
LOT1009,LOT1009_W02,LOT1009_W02_STEP_ETCH,ETCH,20,ETCH_TOOL_B,ETCH_CH_01,REC_ETCH_01,PPID_ETCH,2026-05-20T08:00:00,2026-05-20T09:30:00,20
LOT1009,LOT1009_W03,LOT1009_W03_STEP_CVD,CVD,10,CVD_TOOL_A,CVD_CH_03,REC_CVD_01,PPID_77A,2026-05-10T08:00:00,2026-05-10T09:30:00,36
LOT1009,LOT1009_W03,LOT1009_W03_STEP_ETCH,ETCH,20,ETCH_TOOL_B,ETCH_CH_01,REC_ETCH_01,PPID_ETCH,2026-05-20T08:00:00,2026-05-20T09:30:00,16
LOT1009,LOT1009_W04,LOT1009_W04_STEP_CVD,CVD,10,CVD_TOOL_A,CVD_CH_01,REC_CVD_01,PPID_10B,2026-05-10T08:00:00,2026-05-10T09:30:00,24
LOT1009,LOT1009_W04,LOT1009_W04_STEP_ETCH,ETCH,20,ETCH_TOOL_B,ETCH_CH_01,REC_ETCH_01,PPID_ETCH,2026-05-20T08:00:00,2026-05-20T09:30:00,1
LOT1009,LOT1009_W05,LOT1009_W05_STEP_CVD,CVD,10,CVD_TOOL_A,CVD_CH_01,REC_CVD_01,PPID_10B,2026-05-10T08:00:00,2026-05-10T09:30:00,35
LOT1009,LOT1009_W05,LOT1009_W05_STEP_ETCH,ETCH,20,ETCH_TOOL_B,ETCH_CH_01,REC_ETCH_01,PPID_ETCH,2026-05-20T08:00:00,2026-05-20T09:30:00,27
LOT1010,LOT1010_W01,LOT1010_W01_STEP_CVD,CVD,10,CVD_TOOL_A,CVD_CH_01,REC_CVD_01,PPID_10B,2026-05-10T08:00:00,2026-05-10T09:30:00,24
LOT1010,LOT1010_W01,LOT1010_W01_STEP_ETCH,ETCH,20,ETCH_TOOL_B,ETCH_CH_01,REC_ETCH_01,PPID_ETCH,2026-05-20T08:00:00,2026-05-20T09:30:00,17
LOT1010,LOT1010_W02,LOT1010_W02_STEP_CVD,CVD,10,CVD_TOOL_A,CVD_CH_03,REC_CVD_01,PPID_77A,2026-05-10T08:00:00,2026-05-10T09:30:00,40
LOT1010,LOT1010_W02,LOT1010_W02_STEP_ETCH,ETCH,20,ETCH_TOOL_B,ETCH_CH_01,REC_ETCH_01,PPID_ETCH,2026-05-20T08:00:00,2026-05-20T09:30:00,11
LOT1010,LOT1010_W03,LOT1010_W03_STEP_CVD,CVD,10,CVD_TOOL_A,CVD_CH_03,REC_CVD_01,PPID_77A,2026-05-10T08:00:00,2026-05-10T09:30:00,30
LOT1010,LOT1010_W03,LOT1010_W03_STEP_ETCH,ETCH,20,ETCH_TOOL_B,ETCH_CH_01,REC_ETCH_01,PPID_ETCH,2026-05-20T08:00:00,2026-05-20T09:30:00,25
LOT1010,LOT1010_W04,LOT1010_W04_STEP_CVD,CVD,10,CVD_TOOL_A,CVD_CH_01,REC_CVD_01,PPID_10B,2026-05-10T08:00:00,2026-05-10T09:30:00,13
LOT1010,LOT1010_W04,LOT1010_W04_STEP_ETCH,ETCH,20,ETCH_TOOL_B,ETCH_CH_01,REC_ETCH_01,PPID_ETCH,2026-05-20T08:00:00,2026-05-20T09:30:00,9
LOT1010,LOT1010_W05,LOT1010_W05_STEP_CVD,CVD,10,CVD_TOOL_A,CVD_CH_03,REC_CVD_01,PPID_77A,2026-05-10T08:00:00,2026-05-10T09:30:00,42
LOT1010,LOT1010_W05,LOT1010_W05_STEP_ETCH,ETCH,20,ETCH_TOOL_B,ETCH_CH_01,REC_ETCH_01,PPID_ETCH,2026-05-20T08:00:00,2026-05-20T09:30:00,19
LOT1011,LOT1011_W01,LOT1011_W01_STEP_CVD,CVD,10,CVD_TOOL_A,CVD_CH_01,REC_CVD_01,PPID_10B,2026-05-10T08:00:00,2026-05-10T09:30:00,10
LOT1011,LOT1011_W01,LOT1011_W01_STEP_ETCH,ETCH,20,ETCH_TOOL_B,ETCH_CH_01,REC_ETCH_01,PPID_ETCH,2026-05-20T08:00:00,2026-05-20T09:30:00,9
LOT1011,LOT1011_W02,LOT1011_W02_STEP_CVD,CVD,10,CVD_TOOL_A,CVD_CH_03,REC_CVD_01,PPID_77A,2026-05-10T08:00:00,2026-05-10T09:30:00,40
LOT1011,LOT1011_W02,LOT1011_W02_STEP_ETCH,ETCH,20,ETCH_TOOL_B,ETCH_CH_01,REC_ETCH_01,PPID_ETCH,2026-05-20T08:00:00,2026-05-20T09:30:00,5
LOT1011,LOT1011_W03,LOT1011_W03_STEP_CVD,CVD,10,CVD_TOOL_A,CVD_CH_01,REC_CVD_01,PPID_10B,2026-05-10T08:00:00,2026-05-10T09:30:00,33
LOT1011,LOT1011_W03,LOT1011_W03_STEP_ETCH,ETCH,20,ETCH_TOOL_B,ETCH_CH_01,REC_ETCH_01,PPID_ETCH,2026-05-20T08:00:00,2026-05-20T09:30:00,12
LOT1011,LOT1011_W04,LOT1011_W04_STEP_CVD,CVD,10,CVD_TOOL_A,CVD_CH_01,REC_CVD_01,PPID_10B,2026-05-10T08:00:00,2026-05-10T09:30:00,27
LOT1011,LOT1011_W04,LOT1011_W04_STEP_ETCH,ETCH,20,ETCH_TOOL_B,ETCH_CH_01,REC_ETCH_01,PPID_ETCH,2026-05-20T08:00:00,2026-05-20T09:30:00,10
LOT1011,LOT1011_W05,LOT1011_W05_STEP_CVD,CVD,10,CVD_TOOL_A,CVD_CH_01,REC_CVD_01,PPID_10B,2026-05-10T08:00:00,2026-05-10T09:30:00,22
LOT1011,LOT1011_W05,LOT1011_W05_STEP_ETCH,ETCH,20,ETCH_TOOL_B,ETCH_CH_01,REC_ETCH_01,PPID_ETCH,2026-05-20T08:00:00,2026-05-20T09:30:00,23
LOT1012,LOT1012_W01,LOT1012_W01_STEP_CVD,CVD,10,CVD_TOOL_A,CVD_CH_03,REC_CVD_01,PPID_77A,2026-05-10T08:00:00,2026-05-10T09:30:00,32
LOT1012,LOT1012_W01,LOT1012_W01_STEP_ETCH,ETCH,20,ETCH_TOOL_B,ETCH_CH_01,REC_ETCH_01,PPID_ETCH,2026-05-20T08:00:00,2026-05-20T09:30:00,20
LOT1012,LOT1012_W02,LOT1012_W02_STEP_CVD,CVD,10,CVD_TOOL_A,CVD_CH_03,REC_CVD_01,PPID_77A,2026-05-10T08:00:00,2026-05-10T09:30:00,47
LOT1012,LOT1012_W02,LOT1012_W02_STEP_ETCH,ETCH,20,ETCH_TOOL_B,ETCH_CH_01,REC_ETCH_01,PPID_ETCH,2026-05-20T08:00:00,2026-05-20T09:30:00,5
LOT1012,LOT1012_W03,LOT1012_W03_STEP_CVD,CVD,10,CVD_TOOL_A,CVD_CH_01,REC_CVD_01,PPID_10B,2026-05-10T08:00:00,2026-05-10T09:30:00,8
LOT1012,LOT1012_W03,LOT1012_W03_STEP_ETCH,ETCH,20,ETCH_TOOL_B,ETCH_CH_01,REC_ETCH_01,PPID_ETCH,2026-05-20T08:00:00,2026-05-20T09:30:00,6
LOT1012,LOT1012_W04,LOT1012_W04_STEP_CVD,CVD,10,CVD_TOOL_A,CVD_CH_01,REC_CVD_01,PPID_10B,2026-05-10T08:00:00,2026-05-10T09:30:00,5
LOT1012,LOT1012_W04,LOT1012_W04_STEP_ETCH,ETCH,20,ETCH_TOOL_B,ETCH_CH_01,REC_ETCH_01,PPID_ETCH,2026-05-20T08:00:00,2026-05-20T09:30:00,22
LOT1012,LOT1012_W05,LOT1012_W05_STEP_CVD,CVD,10,CVD_TOOL_A,CVD_CH_01,REC_CVD_01,PPID_10B,2026-05-10T08:00:00,2026-05-10T09:30:00,38
LOT1012,LOT1012_W05,LOT1012_W05_STEP_ETCH,ETCH,20,ETCH_TOOL_B,ETCH_CH_01,REC_ETCH_01,PPID_ETCH,2026-05-20T08:00:00,2026-05-20T09:30:00,15
LOT1013,LOT1013_W01,LOT1013_W01_STEP_CVD,CVD,10,CVD_TOOL_A,CVD_CH_01,REC_CVD_01,PPID_10B,2026-05-10T08:00:00,2026-05-10T09:30:00,24
